record_id,person_group,group_size,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
4473,Person 139,6,alia,dobrzycki,3.0,brittlebank circuit,yarrambah,logsnlea,2790,vic,19960130.0,4588087,78720
1902,Person 140,6,nicholas,lovel oce,8.0,collingridge street,rooganore,ardeer,2756,act,19911014.0,8010826,68956
1909,Person 140,6,nicholas,lovelock,8.0,collingri dge street,rooganore,chester hill,2756,act,19911014.0,8010826,76762
2825,Person 140,6,nicholas,lovelock,8.0,collingridge street,rooganore,ardeer,2756,act,19911014.0,8010826,67589
3542,Person 140,6,matthews,nicholas,8.0,collingridge street,rookanore,ardere,2756,act,19911014.0,8010826,96972
4687,Person 140,6,nicholas,loveloxk,8.0,collingridge street,roogaonre,ardeer,2756,act,19911014.0,8010826,78401
4875,Person 140,6,nichohlas,lovelock,8.0,collingridge street,rooganore,ardeer,2756,act,19911014.0,8010826,97839
1906,Person 141,6,emiily,robson,97.0,bungonia street,st francs vlge,dianella,5066,wa,19420328.0,9454883,95189
2642,Person 141,6,emiily,robson,97.0,bungoniastreet,st francis vlge,dianella,5066,wa,19420828.0,9454883,27829
3456,Person 141,6,emiily,robson,97.0,bungonia svtreet,st francis vlge,dianella,5066,wa,19420328.0,9454883,30570
3582,Person 141,6,emiily,robson,97.0,bungonia street,st francis vlge,dianella,5066,wa,19420328.0,9458483,67529
4094,Person 141,6,emiily,robson,97.0,bungonia street,st francis vlge,dianella,5066,wa,19420328.0,9454883,25224
4217,Person 141,6,emiily,robszon,97.0,bungonia street,st francis vlge,dianelmla,5066,wa,19420328.0,9454883,37446
1956,Person 142,6,olivia,blacwkell,21.0,barton h ighway,,artarmon,2229,qld,19641223.0,9582758,71174
2038,Person 142,6,blackwell,olivia,21.0,barton highway,rowethorpe,artramon,2229,qld,19641223.0,9582758,41392
3713,Person 142,6,olivia,blackwell,21.0,barton highway,rowethorpe,broken hill,2229,qld,19641223.0,9582758,38576
3947,Person 142,6,olivia,blackwell,21.0,barton highway,rowetohrpe,artarmon,2292,qld,19641223.0,9582858,48069
4184,Person 142,6,oliiva,blackwell,21.0,barton highway,mountview,artarmon,2229,qld,19641223.0,9582758,25042
4940,Person 142,6,olivia,blackwell,21.0,barton highway,rowethorpe,artarmon,2229,qld,19641223.0,9582758,97325
1980,Person 143,6,mitchell,richmaond,38.0,fidge steret,,wilson,6148,nsw,19110605.0,4392630,67678
2134,Person 143,6,mitchrll,richmond,38.0,fidge street,wentworth house,blair athol,6148,nsw,19110605.0,4392610,93568
2355,Person 143,6,mitchdll,richmond,38.0,wentworth house,fidge street,blair athol,6148,nsw,19110605.0,4392610,1177
2485,Person 143,6,mitchell,richmond,38.0,fidge street,wentworth house,blair athol,6148,nsw,19110605.0,4392610,77783
2927,Person 143,6,mitchell,richmond,38.0,,wentworth house,,6148,nsw,19110605.0,4392610,22827
3991,Person 143,6,mithcell,richmond,38.0,fidge stfeet,wentworbh house,blair athol,6148,nsw,19110605.0,6035967,36831
2003,Person 144,6,ned,george,4.0,colborne place,rosedale,maryborough,2251,wa,19290715.0,5389901,35367
3217,Person 144,6,james,george,4.0,colborn r place,rosedale,maryborough,2221,wa,19290715.0,5389901,77281
3400,Person 144,6,ned,george,4.0,colborne place,rosegdale,maryborough,2222,wa,19290715.0,5389901,4973
3448,Person 144,6,ned,george,4.0,colborne place,rosedale,maryborough,2221,wa,19290715.0,5389901,60560
3847,Person 144,6,ned,george,4.0,colborne place,rosdeale,marygorough,2226,wa,19290715.0,5389901,77391
4527,Person 144,6,ned,geore,98.0,colborne place,rosedale,maryborough,2221,wa,19290715.0,5389901,7842
2215,Person 145,6,melissa,redmond,11.0,alroy circuit,braemore,long jetty,4852,sa,19501114.0,7547575,14579
2420,Person 145,6,meliasa,redmond,11.0,alroy ircuit,braemorae,long jetty,4852,sa,19501114.0,7547575,83328
2737,Person 145,6,melissa,redmeind,11.0,crawford crescent,braemore,monbulk,4852,sa,19501114.0,7547575,58007
2755,Person 145,6,melissa,redmondu,11.0,braemore,alroy circuit,long jetty,4852,sa,19501114.0,7547575,91613
3559,Person 145,6,rednond,melissa,11.0,alroy circuit,braemore,long jetty,4852,sa,19501114.0,7547575,70411
4724,Person 145,6,melissa,redmond,11.0,alroy cirocuit,braemore,long jetty,4852,sa,19501114.0,2340597,13385
2332,Person 146,6,timothy,broadby,1.0,marengo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863357,97580
2549,Person 146,6,timothy,broadby,1.0,mare ngo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863457,48383
3379,Person 146,6,timothy,broadby,1.0,marengo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863457,76727
3736,Person 146,6,timothy,broadby,1.0,marengo place,lewin lodge,leonardshill,2707,qld,19670530.0,3863457,98572
3748,Person 146,6,timothy,broadby,1.0,marengo place,lewin lodge,urabgan,2770,qld,19670530.0,3863457,57288
3933,Person 146,6,timotht,broadby,1.0,mareng place,lewin lodge,,2770,qld,19670530.0,3863457,25089
2413,Person 147,6,,abeywickrama,18.0,carnegie garden,derry zlodge,armdialg,2299,qld,19130224.0,6845689,93101
3522,Person 147,6,,abeywickrama,16.0,carnegie garden,derry lodge,armdiale,2294,qld,19130224.0,4107592,92180
3557,Person 147,6,,abeywickrama,16.0,carnegie garden,derry lodge,armidale,2299,qld,19130224.0,6845689,4389
3743,Person 147,6,,abeywickrama,16.0,strzelecki rcescent,,armidale,2299,qld,19130224.0,6845689,31880
4210,Person 147,6,,abeywickrama,16.0,carnegie garden,derry lodge,armidale,2299,qld,19130224.0,6841689,34753
4586,Person 147,6,,abeywicjrama,16.0,carnegie garden,derry oldge,armidale,2299,qld,19130224.0,6845689,10321
2454,Person 148,6,sarah,whitre,48.0,sadlier street,berkeleyv illage,punchbowl,2263,vic,19310728.0,9902353,6432
3115,Person 148,6,sarah,white,48.0,bugden avenue,berkeley village,,2263,vic,19310728.0,9902353,54185
3837,Person 148,6,sarah,white,48.0,sadlier street,berkeley village,,2263,vic,19310728.0,9902353,98273
4318,Person 148,6,sarah,whiet,48.0,sadlierstreet,berkeley village,,2263,vic,19310728.0,9902353,4156
4406,Person 148,6,sarh,,48.0,sadlier street,berkeley village,,2263,vic,19310728.0,9902353,96051
4963,Person 148,6,sarsh,white,48.0,sadliersxreet,berkeley village,,2262,vic,19310728.0,9903253,91369
2502,Person 149,6,micuael,tylkowski,276.0,ashburton circuit,,st peters,2570,nsw,19290421.0,9384379,50348
3360,Person 149,6,mya,tylkowski,23.0,ashburton circuit,the market place,st peters,2570,nsw,19290421.0,9384379,88352
3502,Person 149,6,michael,tylkowski,276.0,ashburton circuit,the market place,st pwters,2570,nsw,19920421.0,9384379,4640
3921,Person 149,6,michael,tylkowski,276.0,ashburton circuit,the market place,st peters,2570,nsw,19290421.0,9384379,68225
4204,Person 149,6,michael,tylkowski,276.0,ashburton circuit,the market place,st peters,2570,nsw,,9384397,82191
4982,Person 149,6,michael,tylkowski,276.0,ashburton circuit,the mar ek place,st peters,2570,nsq,19290421.0,9384379,63482
2581,Person 150,6,williaj,bracci,13.0,hann street,upper flat,campfhill,2154,nsw,19470617.0,7315857,47355
2596,Person 150,6,william,bracci,13.0,hann treet,upper flat,camp hill,2159,nsw,19470617.0,7315057,93853
3337,Person 150,6,william,bracci,13.0,hann street,upper flat,camp hill,2514,nsw,19470617.0,7315857,72104
3948,Person 150,6,william,bracci,13.0,hann street,upper flat,camp hill,2154,nsw,19470617.0,7315857,59959
4159,Person 150,6,william,bracci,13.0,upper flat,hann street,camp hill,2154,nsw,19470617.0,7315857,96167
4511,Person 150,6,william,bracci,13.0,hann st reet,upper flat,kincumger,2154,nsw,19470617.0,7315857,25471
2663,Person 151,6,kobe,george,19.0,tenison-woods circuit,cliff house 2,frankston,3028,qld,19960914.0,8823656,29414
3369,Person 151,6,kobe,georghe,19.0,tenison-woods circuit,cliff house 2,frankston,3028,qld,19960914.0,8823656,13579
3516,Person 151,6,kobe,george,19.0,tenison-woods circuit,cliff h ouse 2,franston,3028,qdl,19960914.0,8823656,4300
3767,Person 151,6,kobe,geore,19.0,tenison-woos circuit,cliff huose 2,frankstwon,3028,qld,19960914.0,8823656,90777
3984,Person 151,6,kobe,george,19.0,tenison-woods circuit,cliff house 2,franiston,3208,qld,19960914.0,8823656,83287
4755,Person 151,6,george,kobe,19.0,tenison-woods circuit,cliff g ouse 2,franlston,3028,qld,19960914.0,8823656,76492
2980,Person 152,6,keeli n,priest,53.0,kyeema,albermarleplace,elwood,4506,wa,19100920.0,7236512,91609
3046,Person 152,6,keelin,priest,4.0,kyeema,albermarle place,beaumaris,4506,wa,19100920.0,7236512,44809
3377,Person 152,6,keeoin,stephenson,53.0,albermarle place,kyeema,beaumaris,4506,wa,19100920.0,7236512,78098
3953,Person 152,6,keelni,de wouytch,53.0,,kyeema,beaumaris,4506,wa,19100920.0,6785987,2610
4080,Person 152,6,keelin,priest,53.0,albermarle place,kyeema,beaumaris,4506,wa,19100920.0,7236512,27633
4337,Person 152,6,keelin,priest,53.0,albermarle place,kyeema,beaumaris,5406,wa,19100920.0,7236512,61638
3083,Person 153,6,cameron,cordlingley,12.0,waitestreet,summer hill,colac,5238,nsw,19700430.0,5765191,29465
3998,Person 153,6,cameron,cordingley,12.0,waite street,summ erh ill,colc,5238,nsw,19700430.0,5765191,3650
4409,Person 153,6,cameron,cordingley,12.0,waite strqeet,summe hill,co lac,5230,nsw,19700430.0,5765191,47940
4481,Person 153,6,cameron,cordingley,1.0,waite street,summer hill,colca,5238,nsw,19700430.0,5765191,79249
4752,Person 153,6,cameron,cordingley,12.0,waite street,summer hill,colac,5238,nsw,19700430.0,5765191,20870
4769,Person 153,6,cameron,cordingley,12.0,waitestreet,,colac,5238,nsw,19700430.0,5765191,97534
1,Person 154,5,harley,mccarthy,177.0,pridhamstreet,milton,marsden,3165,nsw,19080419.0,6089216,60733
884,Person 154,5,harley,mccarthy,177.0,pridham street,milton,marsden,3167,nsw,19080419.0,6089216,39470
1433,Person 154,5,harley,mccarthy,177.0,pridham tstreet,milton,marsden,3165,nsw,19080419.0,6089216,56487
2465,Person 154,5,harley,mccarthy,177.0,pridham street,milton,marsden,3165,nsw,19080419.0,6089216,52361
3762,Person 154,5,haryley,mccarthy,177.0,pridhamp street,miltoh,marsden,3165,nsw,19080419.0,6089216,7605
7,Person 155,5,lydia,mccattmhy,32.0,mckillop ecircuit,telemon orchards,corio,4670,nsw,19751220.0,1835068,39317
1009,Person 155,5,lydia,mccaryhy,6.0,mckilloplcircuit,telemon orchards,mountpleasant,4670,nsw,19751220.0,1835068,28932
4183,Person 155,5,lydia,doosey,6.0,northbourne avenue,telemon orchards,corio,4670,nsw,19751220.0,1835068,1511
4317,Person 155,5,lydia,mccarty,6.0,mckillop circuit,telemonorchards,cori,4670,nsw,19751220.0,1835068,29191
4512,Person 155,5,lydia,mccarthy,6.0,mckillop circuit,telemon orchards,corio,4670,nsw,19751220.0,1835068,42638
13,Person 156,5,connor,shepherd,39.0,burnage place,rowethorpe,winstonhills,3183,nsw,19320907.0,5731308,71409
1060,Person 156,5,olivia,shepherd,39.0,burnage place,rowethorpe,winston hills,3183,nsw,19320907.0,5731308,96114
1825,Person 156,5,stilring,shepherd,,burnage place,rowetho rpe,winstonh ills,3183,nsw,19320907.0,5731308,12556
2611,Person 156,5,olivia,shepherd,39.0,burnag place,rowethorpe,magill,3183,nsw,19320907.0,5731308,29089
2906,Person 156,5,olivia,shepherd,39.0,burnage place,rowethorpe,winstonthills,3183,nsw,19320907.0,5731308,97759
18,Person 157,5,tahni,skeen,11.0,macfarland crescent,,ryde,3220,,19231110.0,4111794,31924
1419,Person 157,5,tahni,murton,11.0,macfarland crescent,berkeley vlge,rydr,3220,,19231110.0,4111794,43587
1462,Person 157,5,tahni,murto m,11.0,macfarland crescent,,ryde,3220,,19231110.0,4111794,79709
2661,Person 157,5,tahni,murton,11.0,macfarland crescent,,ryde,3220,,19231110.0,4111794,46281
4562,Person 157,5,tahni,murton,11.0,macfarland crescent,,ryde,3220,,19500909.0,4111794,27454
37,Person 158,5,hannah,bloomfield,7.0,ferguson circuit,crown allotment,oakden,7253,nsw,19130806.0,1605711,51190
1569,Person 158,5,hannah,dixon,7.0,ferguson circuit,crown allotment,albury,7253,nsw,19130806.0,1605711,83139
2970,Person 158,5,hannah,dixon,83.0,fergusoncrircuit,crown allotment,albur,7253,nsw,19130806.0,1605811,21060
3281,Person 158,5,hannah,dixoin,7.0,ferguson circuit,crown allotment,albury,7253,nsw,19130806.0,1605711,41815
4222,Person 158,5,hannah,dixon,7.0,ferguson circuit,crown allotment,albuy,7253,nsw,19130806.0,1605711,75547
41,Person 159,5,sophie,nicolle,112.0,garling street,spring creek,kotara,4740,nt,19111001.0,7492384,94964
700,Person 159,5,sophie,nicolle,112.0,garling street,spring creek,kotar a,4740,nt,19111001.0,7492384,14911
1952,Person 159,5,soph ie,nicolle,112.0,garling sreet,spring creek,kotara,4740,nt,19111001.0,7186634,90250
2056,Person 159,5,sophi,ncille,112.0,garlings treet,spring creek,kotara,4740,nt,19111001.0,7492384,16381
3455,Person 159,5,sophie,nicolle,112.0,garling street,springcreek,kotara,4740,nt,19111001.0,7492384,41859
70,Person 160,5,bailee,dent,58.0,maddoc k place,jingara,nowra,4171,qld,19950112.0,4080299,58353
734,Person 160,5,bailee,dent,58.0,maddock place,jingara,nowra,4171,qld,19950112.0,4080299,33153
1521,Person 160,5,dent,bailee,58.0,maddock place,jingara,nowrs,4179,qld,19950112.0,4080299,24051
2167,Person 160,5,bailee,dent,58.0,maddockxplace,jingara,nowra,4117,qld,19950112.0,4080399,23470
3703,Person 160,5,bailee,leitis,58.0,maddock place,jing ara,nowra,4171,qld,19950112.0,4080299,87198
77,Person 161,5,,shelley,90.0,cromwell circuit,wombat hill,noble apark,2026,vic,19780711.0,2664293,11127
1471,Person 161,5,charlptte,shelley,90.0,cromwell circuit,wombat hill,nobl e ark,2026,vic,19780711.0,2664293,26602
1841,Person 161,5,charlotte,shelley,90.0,cromwell cjircuit,wombatwhill,noble park,2026,vic,19780711.0,2664293,29299
2246,Person 161,5,charlotte,shelley,90.0,cromwell circuit,wombat hill,noble park,2026,vic,19780711.0,2664293,48797
3319,Person 161,5,kelye,sheoley,90.0,cromwell circuit,wombat h ill,noble aprk,2026,vic,19780711.0,2664293,50670
81,Person 162,5,isabella,hendricks,86.0,colborne place,dog rock shopping centre,north ryde,2000,nsw,19770129.0,9899655,65865
558,Person 162,5,isabella,hendricks,86.0,colborne place,dog rock shopping centre,north ryde,2000,nsw,,9899655,91162
2283,Person 162,5,isabekla,hendricks,6.0,colborne place,dog rock shoppi ng centre,north rde,2900,nsw,19770129.0,9899655,68963
4416,Person 162,5,isabella,hendricks,86.0,colborne lace,dog rock shopp ing centre,northr yde,2000,nsw,19770129.0,9899655,49017
4506,Person 162,5,isabella,hendricks,86.0,colborne place,dog rock shopping centre,kingston,2000,nsw,19770129.0,9899655,88437
85,Person 163,5,emmerson,loyck,5.0,burnie treet,gordale,thursday island,3147,vic,19211129.0,3901477,30201
699,Person 163,5,emmerson,lock,5.0,gordal e,burnie syreet,thursday island,3147,vic,19211129.0,3901477,74880
2916,Person 163,5,lock,emmerson,5.0,burnie s treet,gordale,thursdaq iland,3174,vic,19211129.0,3901477,35549
3336,Person 163,5,emmerson,lock,5.0,burnie street,gordale,thursday island,3147,vic,19211129.0,3901477,15611
3879,Person 163,5,emmerson,lock,5.0,burnie sreet,,thursday island,3147,vic,19211129.0,3901477,44197
99,Person 164,5,tommy,spinato,29.0,howie court,,ballarat,3356,nsw,19821129.0,4527826,69618
1051,Person 164,5,tommy,spinato,29.0,howiec urt,pinnacles caravn park,mooloolaba,3356,nsw,19821129.0,4527826,84857
3468,Person 164,5,,spinato,17.0,howie bcourt,pinnacles caravn park,mooloolaba,3356,nsw,19821129.0,4527826,13703
4695,Person 164,5,tommy,spinato,29.0,howie court,pinnacles caravn park,mooloolaba,3356,nsw,19821129.0,4527826,2937
4874,Person 164,5,tommy,spinato,29.0,howiecourt,pinnacles caravn park,mooliolaba,3356,nsw,19821129.0,4527826,77960
102,Person 165,5,nathab,priest,363.0,banks street,manresa,malvern east,4750,act,19710428.0,4665603,18543
351,Person 165,5,nathan,priest,363.0,banks street,manresa,rosehill,4570,act,19160503.0,4665603,65604
574,Person 165,5,,prise,363.0,banks xtreet,,malverneast,4579,act,19160503.0,4665603,36280
1449,Person 165,5,nathsan,priest,363.0,banks street,manresa,malvern east,4570,act,19160503.0,4665603,86933
4758,Person 165,5,nathan,priest,363.0,banks street,manresa,malvern east,4570,act,19160503.0,4665603,27509
104,Person 166,5,silas,webbm,20.0,jacka crvscent,shopping centre,nambour,4306,vic,19580212.0,7373672,93689
438,Person 166,5,silas,webb,20.0,jacka crescent,shopping centre,nambour,4306,vic,19580212.0,7373672,58474
1975,Person 166,5,silas,webb,,jacka crescent,shopping centre,namobur,4306,vic,19580212.0,7373672,14893
3070,Person 166,5,silas,,20.0,jacka crescent,shopping centre,namboxur,4306,vic,19580212.0,7373672,73912
4794,Person 166,5,samir,webb,20.0,jacka crescent,shopping centre,nambour,4306,sic,19580212.0,7373672,11088
108,Person 167,5,joel,ryan,26.0,lance hill avenue,cameroo,forest hill,3070,nsw,19720615.0,7563426,10420
852,Person 167,5,emalcene,ryan,26.0,lance hill avenue,cameroo,forest hill,3070,nsw,19720615.0,5185238,6171
1616,Person 167,5,ryan,joel,26.0,lance hill avenue,cameroo,forest hill,3070,nsw,19720615.0,7563426,49749
2603,Person 167,5,,rysn,26.0,lance hill avenue,cameroo,forest hill,3020,nsw,19720615.0,7563426,44010
2900,Person 167,5,joel,ryamn,26.0,lance hill avenue,cameroo,forest hill,3070,nsw,19320239.0,7563426,92173
121,Person 168,5,jake,grosser,3.0,lexcen a venue,horseshoe bend,bomaderry,2161,vic,19670227.0,8695287,31436
838,Person 168,5,jake,grosser,3.0,lexcen avenue,horseshoe bend,bomaderry,2161,vic,19670227.0,8695287,33435
885,Person 168,5,jake,grosser,3.0,lexcen avenue,horseshoe bend,bomaderry,2161,vic,19670227.0,6467209,5469
2094,Person 168,5,jake,grodser,3.0,lexcen avenue,horseshoe bend,bomaderry,2116,vic,19670227.0,8695287,62872
3126,Person 168,5,jake,grosser,3.0,lexcen avenue,horseshoe bend,casono,2161,vic,19780727.0,8695287,45170
124,Person 169,5,layla,thrussell,27.0,markell p lace,,frenchs forest,6728,qld,19250608.0,1947368,5110
2830,Person 169,5,michaela,thrussell,27.0,markell place,,frenchs forest,6728,qld,19250608.0,1947368,65101
3801,Person 169,5,michaela,,27.0,markell place,nunnook,frenchs ofrest,6782,qld,19250608.0,1947368,58093
4057,Person 169,5,michaela,thrussell,27.0,markell place,nunnook,frenchs forest,6728,qld,19250608.0,1947368,20411
4331,Person 169,5,michaela,thrussell,27.0,marke ll place,nunon ok,,6728,qld,19250608.0,1947368,6328
127,Person 170,5,carly,benger,61.0,gellibrand street,gradnview,carnegie,4011,nsw,19710126.0,5651019,15764
961,Person 170,5,,matthew,1.0,gellibrand street,grandview,carnegie,4011,nsw,19710126.0,5651019,70434
1950,Person 170,5,carly,benger,1.0,gellibrand street,grandview,carnegie,4011,nsw,19710126.0,5651019,83396
2187,Person 170,5,john,benger,1.0,gellibrand street,grandview,carnegie,4011,nsw,19710126.0,5651019,32369
4004,Person 170,5,carly,benger,1.0,gellibrand street,,carnegie,4011,nsw,19710126.0,5651019,23087
133,Person 171,5,hollv,shepherd,3.0,stillwell place,elstoh,albion park rail,6201,vic,19800323.0,4620818,98214
563,Person 171,5,holly,shepherd,3.0,stillwell place,elton,albion park rail,6210,vic,19800323.0,4620818,53869
990,Person 171,5,holly,shepherd,3.0,stillwell place,elston,albion park rail,6210,vic,19800323.0,4620818,41728
2524,Person 171,5,holly,shepherd,3.0,stillwell place,elston,albion park rail,6201,vic,19800323.0,4620818,60767
4497,Person 171,5,holly,shepherd,33.0,stillwel l place,elston,albion park rail,6210,vic,19800323.0,4620818,48909
139,Person 172,5,haryr,clarke,,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391939,29860
1224,Person 172,5,harry,clarke,43.0,hyndescsecent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399,47719
2513,Person 172,5,harry,clarke,16.0,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399,81392
2938,Person 172,5,harry,clarke,16.0,hyndes crescent,royal brisbane hospital,homebush,4805,nss,19971021.0,6391399,88794
4831,Person 172,5,harry,clarke,,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399,70306
145,Person 173,5,sian,beelitz,3.0,ashkanasy crescent,miowera,sylvania,5042,nsw,19510904.0,3279804,1216
963,Person 173,5,sian,beelitz,3.0,ashkanasy crescent,miowdra,sylvania,5042,nsw,19510904.0,3279804,41845
1260,Person 173,5,beelitz,siawn,3.0,ashkanasy crescent,miowera,sylvania,5042,nsw,19510904.0,3279804,19860
1563,Person 173,5,sian,crosser,3.0,ashkanasy crescent,miowera,sylvnaia,5042,nsw,19480331.0,3279804,23786
2946,Person 173,5,sian,,3.0,ashkanasy crescent,miowra,sylvania,5042,nsw,19510904.0,3279804,138
152,Person 174,5,cassandra,rafanelli,3025.0,,berragoon,st slbans,3020,wa,19270701.0,7377790,82037
1177,Person 174,5,cassandra,udr,3025.0,gundara street,,st albans,3020,wa,19270701.0,7377790,55822
1964,Person 174,5,rafanelli,cassandra,3025.0,gundara street,,st allans,3020,wa,19270701.0,7377790,79180
2073,Person 174,5,cassandra,rafanelli,3025.0,gundara street,,st labans,3020,wa,19270701.0,5847694,6874
4271,Person 174,5,cassandra,rafanelli,3025.0,gundara street,,st albans,3020,wa,19270701.0,7377790,90473
159,Person 175,5,charlotte,mccraken,5.0,,flr 5 john flynnmedical centre,bligh park,4814,nsw,19570529.0,6092940,1424
974,Person 175,5,charlotte,mccracken,5.0,,flr 5 john flynn medical centre,woronary,4814,nsw,19570529.0,6092940,26882
1705,Person 175,5,gabriel,mccracken,5.0,,flr 5 john flynn medical centre,blighp ark,4814,nsw,19570529.0,6092940,66588
3206,Person 175,5,charlntte,warde,5.0,,kindilan,blighp ark,4814,nsw,19570529.0,6092940,89459
3741,Person 175,5,charlotte,mccracken,5.0,,flr 5 john flynn medical centre,bligh park,4814,nsw,19570529.0,6092940,31094
160,Person 176,5,sma,webb,5.0,deamer cerescent,belaradah,west lakes shore,2570,wa,19361215.0,4408444,67820
750,Person 176,5,webb,sam,5.0,deamer crescent,belaradah,west lakes shore,2570,wa,19880611.0,4408444,61202
1163,Person 176,5,sam,webb,5.0,deamer cerscent,belaradah,west lakes shore,2570,wa,19361215.0,4408444,37709
1487,Person 176,5,sam,web,5.0,deamer crescent,belaradah,daw park,2570,wa,19361215.0,4408444,32944
2789,Person 176,5,sam,webb,5.0,deamer crescent,belaradah,west lakes shore,2570,wa,19361215.0,4408444,57095
174,Person 177,5,joshu a,hohn,97.0,somme rlad place,coralyn,eight mile plains,3178,vic,19260422.0,6588717,11697
1115,Person 177,5,joshua,hoh,97.0,sommerald place,coralyn,eight mile plains,3178,vic,19260422.0,6588717,69127
3022,Person 177,5,joshua,hohn,97.0,sommerlad place,coralyn,eight mile plains,3178,vic,19260422.0,6588717,76593
3205,Person 177,5,joshua,hohn,97.0,sommerlad place,corauyn,eight mi lplains,3178,vic,19260422.0,6588717,58426
3317,Person 177,5,joshua,hohn,97.0,sommerlad place,brentwoodvlge,eight mile plains,3178,vic,19260422.0,6588717,75027
183,Person 178,5,sophie,lovelock,7.0,calder crescent,,pitt town,3810,nsw,19470413.0,1321061,71016
491,Person 178,5,sophie,lovelock,7.0,centaurus street,,pitt town,3180,nsw,19470413.0,1321061,9297
1534,Person 178,5,sophie,lovelock,7.0,calder cre scent,,pitt town,3810,nsw,19470413.0,1321061,38707
3179,Person 178,5,tiarna,loveolck,7.0,calder crescent,,pitt town,3810,nsw,19470413.0,1321051,20428
3551,Person 178,5,sophie,cotbin,7.0,calder crescent,,figtree,3810,nsw,19470413.0,1321061,23903
187,Person 179,5,jaiden,rollins,48.0,tulgeywood,rossarden street,balwyn north,2224,nt,19280722.0,7626396,45656
691,Person 179,5,jaiden,rollins,95.0,rossarden street,tulgewyood,balwyn north,2224,nt,19280722.0,7626396,97755
2030,Person 179,5,jaiden,rolli ns,48.0,tulgeywomod,rossarden street,balwyn north,2224,nf,19280722.0,7626396,29361
2891,Person 179,5,jaiden,rollins,48.0,rossarden street,tulgeywood,balwyn north,2224,nt,19280722.0,7626396,95260
4201,Person 179,5,jaiden,rolilns,48.0,swinden street,tulgeywood,balwyn north,2224,nt,19280722.0,7626396,69610
188,Person 180,5,timothy,neville,21.0,fihelly street,villa2,st lucia,3108,wa,19781123.0,1955388,16838
225,Person 180,5,timothy,neville,21.0,fihelly street,villa 2,st lucia,3108,wa,19781123.0,1955388,78988
1926,Person 180,5,timothy,neville,,fihelly street,villa 2,st lucia,3108,wa,19781123.0,1955388,56880
2721,Person 180,5,timohy,nevilel,21.0,fihelly street,villa 2,st lcuia,3108,wa,19781123.0,1955388,26939
2870,Person 180,5,ne ville,jack,21.0,fihellystreet,villa 2,st lucia,3108,wa,19781123.0,1955388,95821
197,Person 181,5,alexandra,grosvenor,16.0,anembo street,glenlee,frankston,4818,nsw,19930305.0,2128447,46222
340,Person 181,5,alexadra,grosvenor,9.0,anembo street,glenlee,frankton,4818,nsw,19930305.0,2128447,87354
1166,Person 181,5,alexandra,,8.0,anembo s treet,glenlee,frankston,4818,nsw,19930305.0,2128447,91239
1322,Person 181,5,alexandra,grosvenor,8.0,anembo street,glen lee,frankston,4818,nsw,19930305.0,2128447,45245
2405,Person 181,5,alexandra,grosvenor,8.0,anembo street,glenlee,frankston,4818,nsw,19930305.0,2128447,7733
219,Person 182,5,jacob,marampon,39.0,lowanna street,glenveagh,keysborough,3806,vic,,7380723,10805
863,Person 182,5,jacob,marampon,39.0,lowanna street,glenveagh,keysborough,3806,vic,19820914.0,7380723,55584
1268,Person 182,5,jacob,bowerman,39.0,lowannas treet,glenvdagh,keysborough,3806,vic,19820914.0,7380723,60207
1839,Person 182,5,,marampon,39.0,lowanna treet,glenveagh,keysborough,3806,vic,19820914.0,7380723,32479
3547,Person 182,5,jacob,marampon,39.0,lowanna street,,keysborough,3806,vic,19820914.0,7380723,36118
223,Person 183,5,loan,green,11.0,marlock street,kersley mews,an ula,6233,nsw,19440514.0,2837625,47461
1595,Person 183,5,logan,green,11.0,marlock street,kersley mews,anula,6233,nsw,19440514.0,2837625,39142
2276,Person 183,5,logan,green,11.0,marloc k street,kersley mews,anula,6233,nsw,19440514.0,2837625,38446
3119,Person 183,5,logan,green,11.0,marlock street,kersleymews,anula,6233,nsw,19440514.0,2837625,9870
3655,Person 183,5,logan,green,7.0,marlockstreet,kersley mews,kaniva,6233,nsw,19440514.0,2837625,18235
224,Person 184,5,ebpony,,90.0,david street,,long jetty,6630,nsw,19410614.0,7166687,92740
572,Person 184,5,joshua,,90.0,david street,,long jetty,6630,nsw,19410614.0,7166687,96936
2324,Person 184,5,joshua,,90.0,david street,,long jetty,6637,nsw,19410614.0,7166687,99293
3341,Person 184,5,joshua,,90.0,david street,,longjetty,6630,nsw,19410614.0,7166687,71964
4319,Person 184,5,joshua,white,90.0,david street,southern cross,long jetty,6630,nsw,19410614.0,7166687,56152
228,Person 185,5,kayne,priest,48.0,temperley street,sunrest squd,north nrarabeen,3995,wa,19831118.0,1585410,48205
1317,Person 185,5,caleb,priest,48.0,temperley street,sunres t styd,north narrabeen,3895,wa,19831118.0,1585410,12099
