record_id,cluster_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
4226,247,kylee,stephenson,81.0,cordoba manor,rose scott circuit,ashfield,4226,vic,19461101.0,4783085,74099
3330,247,annalise,stephenson,81.0,rose scott circuit,cordoba manor,ashfoeld,4226,vic,19461101.0,4783085,80358
423,247,kykee,turale,81.0,rose scott circuit,,ashfield,4226,vic,19461101.0,4783085,98978
1205,247,kylee,stepehndon,81.0,rose scott circuit,cordobak anor,ashfield,4226,vic,19461101.0,4783085,14349
1591,247,sachin,stephenson,81.0,rose scott circuit,cordoba manor,ashfi eld,4226,vic,19461101.0,4783085,16199
4955,247,kylee,stephenson,81.0,rose scott circuit,cordoba manor,ashfield,4226,vic,19461101.0,4783085,55017
0,---,---,---,---,---,---,---,---,---,---,---,---
260,248,grayson,stanley,9.0,eaglemont retreat,,brighton-le-sands,4107,tas,19710422.0,5818249,12664
3591,248,grayson,stanley,9.0,eaglemont retreat,kimberley,,4107,tas,19710422.0,5818249,29674
1833,248,grayson,stanley,9.0,eaglemont retreat,kimberley,brighton-le-sands,4107,tas,19710422.0,5818249,43232
4206,248,grayson,stanley,9.0,eaglemont retreat,,brighton-le-sands,4107,tsa,19710422.0,5818249,86432
1211,248,,stanlye,9.0,eaglemontpretreat,kimb erley,brighton-he-sands,4107,tas,19710422.0,5818249,39443
1822,248,grayson,stanley,13.0,eaglemont retreat,kimberley,punchbowl,4108,tas,19710422.0,5818249,18490
0,---,---,---,---,---,---,---,---,---,---,---,---
621,249,melinda,walch,433.0,rene street,cresde n 12182,toowong,2549,vic,19220419.0,4495651,18520
1213,249,walch,meligda,433.0,cresden1 2182,sage close,toowong,2549,vic,19220419.0,4495651,63080
3470,249,melinda,walch,433.0,sage close,cresden 12182,toowong,2549,vic,19220419.0,4495651,63055
0,---,---,---,---,---,---,---,---,---,---,---,---
4618,250,alexandra,clarke,184.0,sadlier street,yakatoon,franksgon,2756,qld,19190129.0,3045502,99131
3726,250,alexanrda,clarke,184.0,yakpatoon,sadlier street,frankston,2756,qld,19190129.0,3045502,83013
2386,250,alexandra,clqarle,184.0,sadlier street,yakatoon,frankston,2756,qld,19190129.0,3045502,43227
253,250,alexandra,clarke,184.0,sadlier srreet,yakatoon,westbrook,2756,qld,19190129.0,2749367,2986
1214,250,alexandra,clarke,184.0,sadlier street,yakatoon,frankston,2756,qld,19190129.0,3045502,62571
0,---,---,---,---,---,---,---,---,---,---,---,---
2239,251,jatod,mccarthy,297.0,kanbipl ace,,osborne park,2166,nsw,19400029.0,6158276,92794
189,251,jarod,mccarthy,63.0,henty street,moriah ifelds,,2166,nsw,19400529.0,6158276,89009
4078,251,jarod,mccarthy,63.0,kanbi place,,osborne park,2166,nsw,19400529.0,6158276,65267
1215,251,jard,mccarthy,18.0,kanbi place,thehomestead,osborne park,2166,nsw,19400529.0,6158276,71428
0,---,---,---,---,---,---,---,---,---,---,---,---
338,252,aprl,shephedrdson,2.0,oxley st reet,medical centre,warooka,4118,vic,19550216.0,5167601,5718
1221,252,april,shepherdson,2.0,oxley street,medical centre,warooka,4118,vic,19550216.0,5167601,66179
0,---,---,---,---,---,---,---,---,---,---,---,---
1223,253,brooke,ryan,46.0,hodgson crescent,karalta park,sale,3055,nsw,19830207.0,6860717,51848
523,253,brooke,ryan,46.0,hodgson crescent,,cromebr,3055,nsw,19830207.0,6860717,35502
3404,253,brooke,ryan,46.0,hodgson crescent,karatl a park,sale,3055,nsw,19830207.0,8078326,73806
2388,253,brooke,ryan,46.0,karalt a park,hodgsoncrescent,sale,3055,nsw,19830207.0,6860717,18827
2909,253,brooke,ryan,46.0,hodgson crescent,karalta park,sale,3055,nsw,19830207.0,7996851,68470
0,---,---,---,---,---,---,---,---,---,---,---,---
1224,254,harry,clarke,43.0,hyndescsecent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399,47719
139,254,haryr,clarke,,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391939,29860
2513,254,harry,clarke,16.0,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399,81392
2938,254,harry,clarke,16.0,hyndes crescent,royal brisbane hospital,homebush,4805,nss,19971021.0,6391399,88794
4831,254,harry,clarke,,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399,70306
0,---,---,---,---,---,---,---,---,---,---,---,---
2504,255,flynn,welqer,,woollum street,allunga,surrey hills,2804,qld,19700106.0,9438862,89396
1225,255,flynn,weller,23.0,woollum street,allunga,surrey hills,2870,qld,19700106.0,9438862,4399
4010,255,flynn,weller,23.0,allunfa,woollum street,surreyxhills,2870,qld,19700106.0,9438862,22216
2291,255,weller,ebony,23.0,allunga,woollum street,surrey hills,2870,qld,19700106.0,2182752,86915
821,255,flynn,weller,23.0,woollum street,allu nga,surreyh ills,2870,qld,19700106.0,9438862,12778
4475,255,flynn,weller,23.0,woollumt street,allunga,surrey h lils,2840,qld,19700106.0,9438862,35404
0,---,---,---,---,---,---,---,---,---,---,---,---
800,256,tahlia,vacchiani,67.0,newland street,tahmoor,blackbutt,2304,qld,19041007.0,5476244,44153
4517,256,talhia,vacchiani,67.0,,tahmolr,blackbutt,2304,qld,19041007.0,5476244,16510
1230,256,tahla,vacchiani,,newland street,tahmoor,smithfield,2304,qld,19041007.0,5476244,83947
3058,256,tahlia,vacchiani,20.0,newlands treet,tahmoor,floreat,2305,qld,19041007.0,5476244,99276
2876,256,tahlia,vacchiani,,newland street,tahmoor,blackbutt,2304,qld,19041007.0,5476244,47171
0,---,---,---,---,---,---,---,---,---,---,---,---
1237,257,shepherdosn,harvey,34.0,lumholtz place,maranui,wilsn,6403,qld,19711002.0,3913959,14841
502,257,harvey,shepherdson,34.0,lumholtz place,maranui,roleystone,6430,qld,19711002.0,3919359,63258
4911,257,rilye,shepherdson,34.0,lumholtcz place,maranui,roleystone,6430,qld,19711002.0,3919359,88303
0,---,---,---,---,---,---,---,---,---,---,---,---
168,258,bradley,clarke,40.0,sharwood csrescent,lynd hurat,ringwood,3959,wa,19510302.0,8586164,57621
2301,258,bradley,clarke,40.0,sharwood crescent,lynd hurat,ringwood,3959,wa,19510302.0,8586164,83781
1239,258,bradley,clsrke,40.0,sharwood crescent,lynd hurat,ringwood,3959,wa,19510302.0,8586164,2160
0,---,---,---,---,---,---,---,---,---,---,---,---
1241,259,benjamin,novak,39.0,port jackson circuit,sherwood,dapto,6163,nt,19010630.0,6037054,66406
4870,259,benjamin,novak,39.0,port jackson circuit,sherw ood,dapto,6163,nt,19010630.0,6037054,36132
2958,259,benjanmin,novk,39.0,port jackson circuit,sherwood,dapto,6163,nt,19010630.0,6037054,31339
3285,259,benjamin,novak,39.0,port jackson circuit,sherwood,dapto,6163,nt,19010630.0,6030754,79300
1817,259,benjamin,novak,39.0,sherjwood,port jackson circuit,dapto,6163,nt,19010630.0,6037054,47410
702,259,novak,benjamni,39.0,port jackson circuit,sherw ood,dapot,6163,nt,19010630.0,6037504,52517
0,---,---,---,---,---,---,---,---,---,---,---,---
3139,260,,kidsley,18.0,disney court,ramano esttae locn 1,labrador,2281,vic,19450301.0,2092869,69911
931,260,,kidsoey,18.0,disney court,ramano esttae locn 1,labrador,2281,vic,19450301.0,2092869,51870
1254,260,,kidsley,18.0,disney court,ramano estate locn 1,labrador,2281,vic,19450301.0,2092869,84006
4583,260,,,48.0,ammon place,inglewood,ivanhoe,5048,vic,19781215.0,7902006,69555
3919,260,,,18.0,disney vourt,ramano estate locn 1,labrador,2281,vic,19450301.0,2092869,67493
1779,260,,kidsley,79.0,disney court,ramano estdte locn 1,labrador,2281,vic,19450301.0,2092869,69679
0,---,---,---,---,---,---,---,---,---,---,---,---
4295,261,nathan,morrison,59.0,peppin place,,eaglehawk,6182,qld,,5567390,99859
2122,261,nathan,morrison,59.0,peppin place,,eaglehawk,6172,qld,19220902.0,5567390,38947
1261,261,nathan,morrison,59.0,peppin place,,eaglehawk,6172,qld,,5567390,38298
3728,261,nathas,morriosn,59.0,peppin place,,eaglehawk,6172,qld,,5567390,26475
1524,261,morrison,nathan,59.0,peppin pace,,eaglehawk,6127,qld,,5567390,20626
952,261,nathsn,morrison,59.0,peppin place,,eaglehawk,6172,qld,19471203.0,5567390,44409
0,---,---,---,---,---,---,---,---,---,---,---,---
3457,262,kimberly,baillie,27.0,agnew sgreet,,nicholls,3109,qld,19191108.0,2602138,3185
1108,262,,baillie,27.0,agnewstreet,cuthberts court,nichlls,3109,qld,19191108.0,2602138,82202
1269,262,kimberly,baillie,27.0,agnew street,,nicholls,3109,qld,19191108.0,2602138,54172
0,---,---,---,---,---,---,---,---,---,---,---,---
997,263,mia,stephenson,37.0,nivison place,treeto ps,knoxfield,3137,sa,19631225.0,2780926,20146
2022,263,mia,stephenson,37.0,nivisonp lace,treetops,knoxfield,3137,sa,19631225.0,2780916,72197
2198,263,mia,stephenson,37.0,niviso n place,treetops,wangaratta,3137,sa,19631225.0,2780926,50866
2006,263,mia,stephenson,37.0,nivison place,treetops,knoxfield,3137,sa,19631225.0,2780926,16215
1272,263,mia,stephenson,37.0,nivison lpace,treetops,knoxfield,3137,sa,19631225.0,2780936,11734
0,---,---,---,---,---,---,---,---,---,---,---,---
4609,264,malakai,warndke,56.0,namadgi circuit,carrangarra,dal by,3900,nsw,19140410.0,5449129,95538
3982,264,james,warneke,56.0,namadgi circuit,carrangarra,dalby,3000,nsw,19140410.0,5449129,28742
527,264,james,warneke,56.0,namadgi circuit,carrangrra,dalby,3000,nsw,19171112.0,5449129,13763
2896,264,andrew,warneke,56.0,namadgi circuit,carragarra,dalby,3000,nsw,19140410.0,5449129,52520
3604,264,jamse,warneke,56.0,namadgi circuit,carrangarra,dalgy,3000,nsw,19140410.0,5449129,86355
1274,264,james,warneke,56.0,namadgi ccircuit,carrangprra,dalby,3000,nsw,19140410.0,5449129,14084
0,---,---,---,---,---,---,---,---,---,---,---,---
2688,265,caresse,lyden,1.0,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803.0,3017029,6617
1282,265,caresse,,13.0,nemarang crescent,sunnyspot farm,nunawading,7021,sa,19250803.0,3017029,9072
2819,265,caresse,lyden,13.0,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803.0,3017029,48666
4090,265,caresse,lyden,13.0,nemarang c rescent,sunnyspo tfarm,nunawading,3199,sa,19250803.0,3017029,85116
955,265,caresse,lyden,13.0,nemarang crescent,,,3199,sa,19250803.0,3017029,59582
0,---,---,---,---,---,---,---,---,---,---,---,---
2337,266,jade,dixon,202.0,leven street,francis chambers,toronto,3228,nsw,19250415.0,5898510,60461
4964,266,jade,dixon,,leven street,francis chambers,toronto,3228,nsw,19250415.0,5898510,6224
1286,266,jadd,dixon,20.0,leven street,francis ch ambers,toronto,3228,nsw,19250415.0,5898510,77479
1514,266,jade,cachia,202.0,leven street,francis chambers,toronto,3228,nsw,19250415.0,5898510,51827
302,266,jade,dixon,202.0,leven street,francis ch ambers,toronto,3228,nsw,,5898510,54247
3439,266,jade,dixon,202.0,francis chambers,leven qstreet,toronto,3228,nsw,19250415.0,1463082,68372
0,---,---,---,---,---,---,---,---,---,---,---,---
1288,267,daniel,nguyen,9.0,,south macroom,st johns park,5157,sa,19620518.0,8870477,81199
458,267,nguyen,daniel,,castletoncrescent,,st johns park,5175,sa,19620518.0,8870477,37375
3610,267,daniel,nguyen,9.0,castleton crescent,south macroom,st johns park,5157,sa,19620518.0,8870477,20928
1740,267,daniel,nguyew,9.0,castleton crescent,south macroom,st johs park,5157,sa,19620518.0,8870477,76845
0,---,---,---,---,---,---,---,---,---,---,---,---
1289,268,rachel,byers,17.0,hilder street,berowra,palmerston,4740,nsw,19550530.0,6410415,98705
201,268,georgia,byersi,17.0,hilder street,,palmerston,4740,nse,19550530.0,6410415,6374
2869,268,rachel,,17.0,hilder street,berowra,palmerston,4740,nsw,19550530.0,6410415,11881
3766,268,rachyel,byers,17.0,hilder street,berowra,palmefrston,4740,nsw,19550530.0,6410415,89940
2329,268,rachel,byesr,17.0,hilder street,berorwa,palmerston,4740,nsw,19550530.0,6410415,48038
1566,268,rahcel,byers,17.0,,beroera,palmerston,4740,nsw,19550530.0,6410415,60795
0,---,---,---,---,---,---,---,---,---,---,---,---
1297,269,connor,mayman,40.0,marengo place,wilga,toowoomba,2025,nsw,19651018.0,8203430,41200
100,269,connor,mayman,40.0,marenghoplace,wilga,toowoomba,2025,nsw,19651018.0,8203430,56185
0,---,---,---,---,---,---,---,---,---,---,---,---
4518,270,demie,hirota,2.0,sutt or street,namarva station,dulwich hill,4551,qld,19370501.0,2070669,66921
4362,270,vincent,demie,19.0,suttor street,namarva station,dulwich hill,6030,qld,19370501.0,2070669,78549
2412,270,demie,hirota,19.0,suttor street,namarva station,dulwich hill,4551,qld,19370501.0,2070669,32021
1302,270,hirotxa,demie,19.0,suttor street,namarva sagtion,dulwich hill,4551,qld,19370501.0,2070669,41606
412,270,demie,hirota,19.0,suttor street,,dulwich hill,4551,qld,19370501.0,2070669,6673
0,---,---,---,---,---,---,---,---,---,---,---,---
1304,271,wil,vincent,81.0,slessor crescent,tulliallan,mountisa,2076,nsw,19570306.0,7747820,99323
3746,271,wli,vincent,2.0,slessor crescent,tulliallan,mount isa,2076,nsw,19570306.0,7747820,79422
656,271,wil,vincent,2.0,slessor crescent,tulliallan,mount isa,2067,nsw,19570306.0,7747820,71265
0,---,---,---,---,---,---,---,---,---,---,---,---
1306,272,andrea,brokenshire,3.0,sturdee crescent,,birmingham gardens,2455,nsw,19450619.0,2384532,14442
1438,272,andrea,brokenshire,3.0,sturdee crescent,,birmingha gardens,2455,nsw,19450619.0,2381532,49092
214,272,andrea,brokenshire,3.0,sturdee crescent,,birmingham gardens,2455,nsw,19450619.0,2381532,46782
0,---,---,---,---,---,---,---,---,---,---,---,---
450,273,rebecica,trenerry,38.0,ashburner street,,roxburgh park,2000,wa,19050103.0,2980023,94330
3779,273,rebecca,trenerry,323.0,ashburner street,little glencoe,roxburgh park,2000,wa,19050103.0,2980023,52632
4197,273,rebecc,trenerry,323.0,ashburne street,,roxburgh park,2000,wa,19050103.0,2980023,54175
3153,273,rebecca,trene rry,37.0,ashburner street,little glencoe,roxburgh park,2000,wa,19050103.0,2980023,95561
4764,273,isabella,trenerry,323.0,ashburner street,little glencoe,roxburgh park,2000,wa,19050103.0,2980023,73301
1309,273,rebecca,trenerry,,ashburne r street,little glencoe,roxburgh park,2000,wa,19050103.0,7814962,56570
0,---,---,---,---,---,---,---,---,---,---,---,---
4441,274,kailey,kooymans,35.0,la perouse street,masonic memorial village,redhill,2131,sa,19310813.0,4609850,1190
1959,274,kailey,kooymkans,35.0,la perouse tsreet,masonic memoiral village,redhill,2131,sa,19310813.0,4609850,36828
1042,274,kailet,kooymans,35.0,la perouse street,masonic memorial village,redhill,2131,sa,19310813.0,4609850,79569
1311,274,kailey,kooymans,35.0,la perouse street,masonic memroial village,redhill,2131,sa,19310813.0,4609850,7843
0,---,---,---,---,---,---,---,---,---,---,---,---
169,275,locylan,grosser,5.0,yapunyah street,youralla,gingin,5276,nsw,19530210.0,5071722,29715
1315,275,lochlan,grosser,5.0,yapunyah street,youralla,gingin,5276,nsw,19530210.0,5071722,91930
0,---,---,---,---,---,---,---,---,---,---,---,---
984,276,sophe,reid,11.0,hoad place,lockwood,beachuere,4106,nsw,19030704.0,2982434,63024
1316,276,sohpie,reid,11.0,hoad place,lockwood,beachemre,4106,nsw,19030704.0,2982434,44508
1885,276,sophie,reid,11.0,hoad place,lockwood,beachmere,4106,nsw,19030704.0,2982434,98886
0,---,---,---,---,---,---,---,---,---,---,---,---
4257,277,archie,priest,48.0,temperley street,sunrest stud,north narrabeen,3995,wa,19831118.0,1585410,70676
1410,277,archie,priest,1.0,temperley street,sunrest stud,northnarrabeen,3995,wa,19831118.0,1585410,86084
228,277,kayne,priest,48.0,temperley street,sunrest squd,north nrarabeen,3995,wa,19831118.0,1585410,48205
1317,277,caleb,priest,48.0,temperley street,sunres t styd,north narrabeen,3895,wa,19831118.0,1585410,12099
3464,277,archie,warneke,48.0,temperley street,sunrest s tud,north narrabeen,3995,wa,19831118.0,1585410,23793
0,---,---,---,---,---,---,---,---,---,---,---,---
544,278,katez,wheatley,,tanderrz crescent,the willows,forest hill,2472,tas,19560728.0,5603742,12906
4370,278,kate,wheatley,,tanderra crescent,the willows,forest hill,2472,tas,19560728.0,5603742,47449
1318,278,kate,wheatley,,tanderrafcrescent,the willows,forest hill,2472,tas,19560728.0,5603742,74515
0,---,---,---,---,---,---,---,---,---,---,---,---
608,279,edward,daloia,21.0,geeves court,john flynn medical centre,frankston,2146,vic,19260410.0,9952484,32371
4079,279,isabella,daloia,,geeves court,john flynn mefical centre,frankston,2146,vic,19260410.0,9952484,2788
1327,279,edward,dalo ia,21.0,geeves court,john flynn me dical centre,ballarat,2146,vic,19260410.0,9952484,46960
0,---,---,---,---,---,---,---,---,---,---,---,---
1329,280,samuel,ryan,512.0,hilder street,state bank arcade,elizabeih grove,2020,sa,19830613.0,5653742,36122
860,280,samuel,ryan,512.0,hilder street,state bank arcade,davistown,2300,sa,19830613.0,5653742,15685
2534,280,sameul,ryan,512.0,hilder street,state bank arcade,elizabeth grove,2300,sa,19830613.0,5653742,89360
2335,280,samuel,ryan,512.0,hilder street,state bank arcade,elizabeth grove,2300,sa,19830613.0,5653742,84616
0,---,---,---,---,---,---,---,---,---,---,---,---
1332,281,sonja,kleve,28.0,dallach y place,copely,keon park,4362,nsw,19880528.0,7042108,83523
780,281,sonja,kleve,28.0,dallachy place,copely,keon park,4362,nsw,19880528.0,7042108,67571
0,---,---,---,---,---,---,---,---,---,---,---,---
1240,282,jessica,baillie,26.0,custance street,tarcolla retirement village,tweed heads,4184,nsw,19281031.0,4053650,38937
3834,282,jessica,baillie,26.0,tarcolla retirement village,custance street,tweedgheads,4184,nsw,19281031.0,4053650,80054
1339,282,jessica,baillie,26.0,custance street,tarcolla retirwment village,tweed heads,4184,nsw,19281031.0,4053650,68495
1957,282,jessica,baillie,26.0,custance street,tarcolla retirement village,tweedheads,4184,nsw,19281031.0,4053650,19199
0,---,---,---,---,---,---,---,---,---,---,---,---
4486,283,jonah,thorpe,644.0,monkman s treet,wonga square,canleyheights,5025,vic,19580420.0,6699959,33925
3015,283,jonah,thorpe,8.0,monkmanstreet,wonga square,canley hrights,5025,vic,19580420.0,6699959,48964
3754,283,thorpe,sayra,644.0,wongasquare,monkman street,canley heights,5025,vic,19580420.0,6699959,650
4746,283,jonah,thopre,644.0,monkman street,wonga quare,canley heights,5025,vic,19580420.0,6699959,85867
1203,283,jonah,thorpe,644.0,monkman street,wonga square,canley heights,5025,vic,19580420.0,6699959,1662
1343,283,jonahy,thorpe,644.0,monkman street,wonga square,canleyh eights,5025,vic,19580420.0,6699959,39517
0,---,---,---,---,---,---,---,---,---,---,---,---
1218,284,jacob,webbr,33.0,geeves court,,bayswatber,2536,nsw,19931007.0,2283689,13995
1346,284,jacob,wellburn,33.0,geeves ourt,wandoo stud,bayswater,2536,nsq,19931007.0,2283689,82143
0,---,---,---,---,---,---,---,---,---,---,---,---
896,285,marley,hentze,94.0,tardent street,loma langie,seabton,2758,nsw,19510221.0,9837981,41628
1348,285,marley,hentze,94.0,tardent street,loma labngie,seaton,2759,nsw,19510221.0,9837981,82825
3685,285,marley,hentze,94.0,tardent street,loma langie,seaton,2759,nsw,19510221.0,9837981,81453
0,---,---,---,---,---,---,---,---,---,---,---,---
3494,286,silas,noble,35.0,ainsworth street,yonagla,clayton,2281,wa,19211208.0,6885608,86580
1350,286,silas,noblge,253.0,ainsworth street,yongala,clayton,2281,wa,19211208.0,6885608,61391
4108,286,silzs,noble,253.0,ainsworth street,yongaoa,clayton,2281,wa,19211208.0,6886508,99429
1077,286,silas,noble,235.0,ainsworth street,yongala,clayton,2281,wa,19211208.0,6885608,32326
1759,286,silaso,dolan,235.0,ainsworth street,yongaal,clayton,2281,wa,19211208.0,6885608,61317
0,---,---,---,---,---,---,---,---,---,---,---,---
419,287,,de paoli,15.0,neumayer street,,prospect,2452,nsw,19990313.0,1420240,3766
2245,287,,de paoli,72.0,neumayers treet,riverlandw village,prospect,2452,nsw,19990313.0,1420240,44774
2957,287,,de paoli,12.0,neumayer street,riverland ivllage,propect,2452,nsw,19990313.0,1420240,29427
1362,287,,de paoli,12.0,neumayer street,riverland village,prosepct,2452,nsw,19990313.0,1420240,7408
3546,287,,de paoli,12.0,neumayer street,riverland village,prospect,2452,nsw,19990313.0,1420240,84576
0,---,---,---,---,---,---,---,---,---,---,---,---
3371,288,jenna,paslic,679.0,tarana street,mallanganee,osbor ne,4342,vic,19541124.0,7730932,79116
4173,288,jenna,pasailc,679.0,tarana stnreet,mallanganee,osbofne,4342,vic,19541124.0,7730932,68901
1366,288,jenna,pasalic,679.0,tarana street,,osborne,4342,vic,19541124.0,7730932,82550
4663,288,jenma,pasalic,679.0,tarana street,mallanganee,osborne,4342,vic,19541124.0,7730932,25188
249,288,jenna,pasalic,679.0,tarana street,mallanganee,osborne,4342,vic,19541124.0,7730932,47025
0,---,---,---,---,---,---,---,---,---,---,---,---
34,289,alexandra,robson,4.0,brunswick circuit,keith payne hstl,mount sophia,5024,nsw,19470726.0,5974014,27866
1367,289,alexandra,,4.0,brunswick circuit,keith payne hstl,mount aophia,5024,nsw,19470726.0,5974014,22980
0,---,---,---,---,---,---,---,---,---,---,---,---
1368,290,bethanie,roche,24.0,maxworthy street,rosedale,koongal,4210,qld,19641127.0,1011573,48639
1114,290,bethanie,reid,48.0,rosedale,maxworthy street,koongal,4210,qld,19641127.0,1011753,11332
0,---,---,---,---,---,---,---,---,---,---,---,---
4560,291,tara,white,320.0,winter street,yengola,wanneroo,3153,nsw,19460615.0,3244945,71277
1369,291,alexandra,white,302.0,winter street,,wanneroo,3153,nsw,19460615.0,3244945,9180
339,291,tara,whiteh,320.0,wintersmreet,yengola,wanneroo,3153,nsw,19460615.0,3244945,11924
0,---,---,---,---,---,---,---,---,---,---,---,---
43,292,angus,stanley,6.0,lazar place,koobeja,floradhill,7008,qld,19971003.0,1076050,25038
1375,292,angus,stanley,6.0,lazar place,koobeja,flora hill,7008,qld,19971003.0,1076050,68772
0,---,---,---,---,---,---,---,---,---,---,---,---
1381,293,lachlan,hyland,16.0,colebatchu place,penquite road,cape paterson,4305,qld,19340129.0,6484756,55499
4232,293,lachlan,hyland,16.0,colebatch place,penquite road,new lambton heights,4305,qld,19340129.0,6484656,30400
745,293,lachlan,hyland,16.0,colebatch place,penquiteroad,new lambton heights,4305,qld,19340129.0,6484656,983
4924,293,lachlan,hyland,16.0,colebatch place,penquite road,new lambton heights,4350,qld,19340129.0,6484656,82504
3839,293,lachlan,hyland,16.0,colebatchplace,penqui te road,new lambton heights,4305,qld,19340129.0,6484656,99294
0,---,---,---,---,---,---,---,---,---,---,---,---
66,294,karfissa,creten,185.0,beattie cescent,birrabilla,moranbah,2525,nsw,19360703.0,2328993,95206
2786,294,karissa,creten,185.0,beattie crescent,birrabilla,moranbah,2525,nsw,19360703.0,2328993,65962
1382,294,karissa,creten,158.0,beattie crgescent,birrabilla,moranbah,2525,nsw,19360703.0,2328993,39042
1934,294,karissa,creten,22.0,noarlunga crescent,birrabilla,moranbah,2525,nsw,19360703.0,2328993,88941
3983,294,mitchell,creten,185.0,birrabilla,beattie crscent,moranbah,2525,nsw,19360703.0,2328993,54984
3131,294,deally,karissa,185.0,beattie crescent,birrabilla,moranbah,2525,nsw,19360703.0,2328993,74874
0,---,---,---,---,---,---,---,---,---,---,---,---
3207,295,trent,brain,40.0,madigan syreet,,ekibin,3196,nsw,19700723.0,7357958,86293
1383,295,trent,brain,40.0,madigan street,,ekibin,3196,nsw,19700723.0,7357958,60891
4265,295,trent,brain,40.0,madigan street,,ekibitn,3196,nsw,19700723.0,7357958,86346
1482,295,trent,brain,40.0,madigan street,,ekibin,3225,nsw,19700723.0,7357958,59763
299,295,trentk,brni,40.0,madigan street,,ekibin,3196,nsw,19700723.0,7357958,45615
915,295,carmne,brakhn,40.0,madigan street,,ekibwin,3196,nsw,19700723.0,7357958,75330
0,---,---,---,---,---,---,---,---,---,---,---,---
1384,296,georgia,nguyen,38.0,cullen street,balmoral garden,emu plains,4068,nsw,19401127.0,9581805,90086
722,296,georgia,ryan,38.0,cullen street,balmoral garden,emu plains,4068,nsw,19401127.0,9581805,15296
0,---,---,---,---,---,---,---,---,---,---,---,---
1669,297,ayden,whitez,7.0,oceanpark towers,dines place,garran,2506,vic,,7585098,17173
1387,297,ayden,white,7.0,dines place,ocean park towers,garean,2506,vic,19390830.0,7585098,49793
2606,297,ayden,whit,711.0,dines place,ocean park towers,garran,2506,vic,19390830.0,7585098,55067
2163,297,ayden,white,7.0,dines place,ocean park towers,garran,2506,vic,19390830.0,7585098,50529
1017,297,ayden,white,7.0,wittenoom crescent,ocean park towers,garrsn,2506,vic,19390830.0,7585098,81249
1916,297,ayden,white,7.0,dines xplace,ocean park towers,garran,2506,vic,19390830.0,7585098,23292
0,---,---,---,---,---,---,---,---,---,---,---,---
1388,298,zoe,gajda,35.0,eddison place,rosebrook,concord,6058,nsw,19600545.0,2599162,96242
3111,298,zoe,gajda,35.0,eddison place,rosebrook,concord,6058,nsw,19600515.0,2599162,47488
663,298,zoed,gajda,35.0,eddisonplace,roser ook,concrod,6058,nsw,19600515.0,2599162,24997
0,---,---,---,---,---,---,---,---,---,---,---,---
336,299,dylan,campbell,,mackey plce,cypress garden,booval,2604,vic,19900718.0,4147733,47265
1389,299,dylan,campbell,10.0,mackey place,cypress garden,tyalgum,2640,vic,19900718.0,4147733,64660
0,---,---,---,---,---,---,---,---,---,---,---,---
1280,300,whit,nacoya,16.0,blake place,st johnof god hospital,yount,3228,nsw,19260826.0,3012061,84463
1517,300,nacoya,white,16.0,blake place,st johnof god hospital,young,3228,nsw,19260826.0,3012061,2094
2480,300,nacoyoa,whte,16.0,blake place,,young,3228,nsw,19260826.0,3012061,60802
1398,300,naco ya,white,16.0,blake pkace,st johnof god hospital,young,3228,nsw,19260826.0,3012061,10578
1791,300,nacoya,white,7.0,blakeu olace,st johnof god hospital,young,3282,nsw,19260826.0,3012061,27333
0,---,---,---,---,---,---,---,---,---,---,---,---
1401,301,,,14.0,teakle place,thebowery,yarram,2299,sa,19100817.0,4968103,8891
3859,301,zachary,,14.0,teakle place,the bowery,yarram,2299,sa,19100817.0,4968103,36269
381,301,zachary,,14.0,teaklep lace,the bowery,yarram,2299,sa,19100817.0,4968103,38804
1701,301,zachary,,14.0,teakle place,the buowery,yarram,2299,sa,19100817.0,4968103,72630
0,---,---,---,---,---,---,---,---,---,---,---,---
2178,302,carp,tristan,222.0,marchant circuit,georgedale,campbelltown,2913,nsw,19281204.0,1421166,91244
3267,302,tristan,carp,222.0,marchant circuit,georgedale,campbelltown,2913,nsw,19281204.0,1421166,31686
3044,302,tristan,carp,222.0,marchant gcircuit,georgedale,campbelltown,2913,nsw,19281204.0,1421166,62519
841,302,tristan,ca rp,222.0,marchant circuit,georgdeale,campbelltown,2193,nsw,19281204.0,1421166,15879
1402,302,triwtan,carp,222.0,marchantcircuit,georgdeale,campbelwltown,2913,nsw,19281204.0,1421166,76821
4381,302,tristan,carbone,222.0,marchant ci rcuit,georgedale,campbelltown,2931,nsw,19281204.0,1421166,80280
0,---,---,---,---,---,---,---,---,---,---,---,---
1544,303,campblel,joshua,12.0,ballumbirxtreet,,harbord,3189,vic,19801008.0,6114246,99241
3249,303,joshua,campbell,12.0,ballumbir street,hornby lighthouse,harbord,3198,vic,19670227.0,6114246,93909
